saleid,productid,itemsize,quantity,saleprice
192305,416,10,1,21.77
192305,708,10,1,23.99
192305,900,10.5,1,79.16
192305,1103,11,1,20.45
192305,1168,11,1,68.99
192305,1202,10,2,19.79
192306,1175,7.5,1,31.03
192307,1317,12,1,35.99
192308,176,8,1,140.99
192308,478,9.5,1,75.99
192308,1112,9,1,42.99
192308,1350,8.5,1,65.8
192308,1353,11,1,58.19
192309,46,9.5,2,28.2
192310,283,6.5,1,28.49
192310,649,11.5,1,63.7
192310,1008,11,1,69.91
192310,1223,10.5,1,63.64
192311,91,9,1,20.78
192311,596,9,1,23.27
192311,742,8.5,1,62.78
192311,915,11.5,2,80
192311,1270,9.5,1,58.87
192311,1298,7,1,16.99
192312,1189,9.5,1,103.4
192313,1090,7.5,1,61.1
192314,136,10.5,1,91.2
192314,351,9.5,1,85.5
192314,424,11,1,26.99
192314,766,10.5,1,61.1
192314,940,9.5,1,42.74
192315,192,8,1,38.99
192315,198,10,1,22.99
192315,316,9.5,1,55
192315,508,10,1,22.31
192315,638,8.5,1,22.99
192315,935,11.5,1,72.8
192316,291,9,1,21.83
192316,630,8.5,2,42.77
192316,1265,10,1,31.67
192317,196,6.5,1,22.07
192318,552,11,1,52.79
192318,954,11,1,27.59
192318,1285,9,1,82.16
192318,1345,10,1,15.46
192318,1381,11.5,1,75.65
192319,559,11.5,1,74.99
192320,36,9,1,45.99
192320,122,6.5,2,29.69
192320,965,10,1,25.75
192320,1272,7.5,1,38.4
192321,276,10.5,1,70
192322,1005,11.5,1,80
192323,136,10.5,1,91.2
192323,400,10,1,34.99
192323,506,7,1,13.64
192323,1033,9.5,1,60
192323,1226,9,1,66.64
192323,1313,11,1,28.49
192324,1191,8.5,1,55
192325,1091,11.5,1,62.4
192326,97,10,1,39.99
192326,894,12,1,75.32
192327,315,11.5,1,54
192327,496,10,1,58.5
192327,879,12,1,75.65
192327,915,8.5,1,80
192328,1267,10.5,1,18.99
192329,70,8.5,1,116
192329,168,7,1,23.91
192329,923,7.5,1,35.27
192329,1206,10.5,1,53.69
192329,1317,8,1,35.99
192330,389,12,1,31.49
192330,494,8.5,1,56.39
192330,565,6,1,27.83
192330,809,10.5,2,29.43
192330,1434,10.5,1,74.4
192331,1359,10.5,1,108.9
192332,622,9.5,2,46.49
192332,780,11,2,96
192332,849,9.5,1,73.6
192332,940,9.5,2,43.19
192332,1171,11,1,40.99
192332,1273,6,1,58.99
192333,238,9,1,46.5
192333,800,8,1,41.15
192333,864,9.5,1,111.59
192333,960,8.5,2,56.25
192333,1244,5.5,1,16.82
192334,1206,12.5,2,56.64
192335,177,6,1,80.35
192335,861,7,1,99.75
192336,432,11.5,1,63.05
192337,869,11.5,1,71.76
192338,4,12,1,119.6
192339,486,9,1,79.2
192340,1370,12,1,99.99
192341,9,10.5,1,72.7
192341,1298,6.5,1,15.63
192342,1,10.5,1,93.05
192342,113,9.5,2,86.4
192342,137,10,1,75
192342,325,12,1,38.99
192342,983,10,2,54.45
192342,1265,10.5,1,31.34
192342,1372,8.5,1,46.99
192343,504,9,1,46.79
192344,275,10.5,1,38.79
192344,702,8,1,34.03
192344,868,7.5,1,73.26
192344,987,8,1,23.39
192344,1306,10,1,33.47
192345,971,9,2,15.51
192346,67,8,1,81.69
192346,335,8.5,2,90.25
192346,358,10,1,51.7
192346,987,7,1,25.99
192346,1128,11.5,1,75
192346,1139,11.5,1,99.83
192346,1331,11.5,1,63.99
192347,901,12,2,101.64
192347,1412,6,1,67.2
192348,131,9,1,80.08
192348,249,8,1,51.99
192348,622,10.5,1,45.49
192348,735,8.5,1,47.99
192348,1062,10,1,52.8
192348,1071,7.5,1,30.06
192349,1102,10.5,2,7.99
192350,385,9.5,1,37.04
192350,456,10,1,22.55
192350,780,8.5,1,92
192350,1085,6.5,1,44.64
192350,1092,8.5,1,28.99
192350,1092,10,1,26.67
192350,1392,11.5,1,48.99
192351,853,12,1,96
192352,887,11,1,77.99
192352,915,10.5,1,75.2
192352,925,10.5,1,54.52
192353,112,7,2,11.69
192353,130,6.5,2,22.76
192353,241,9,1,97.02
192353,338,9,1,16.55
192353,395,6,2,68
192353,825,10,1,34.4
192353,901,11.5,1,103.78
192354,916,10.5,1,69.75
192355,349,11.5,1,53.89
192355,353,10.5,1,58.19
192355,361,8.5,1,101
192355,392,5.5,1,30.93
192355,876,10,1,86.47
192356,242,12,1,29.69
192356,352,11.5,1,85
192356,548,12,1,82.8
192356,730,9.5,2,37.43
192357,276,11,2,70
192357,378,5.5,1,30.06
192357,809,10.5,1,31.67
192357,1055,10.5,1,39.47
192357,1189,11,2,102.3
192358,1102,12,1,7.43
192359,520,11,2,16.91
192359,552,8.5,1,51.69
192359,940,10.5,1,43.19
192359,982,7.5,1,22.76
192360,111,10,1,60.99
192360,729,10.5,1,63.7
192360,734,8.5,1,18.04
192360,780,8.5,1,96
192360,822,8.5,1,32.63
192360,1199,9,1,19.59
192361,696,8.5,1,65
192362,640,8.5,1,44.99
192362,696,7.5,2,65
192362,757,10,1,43.11
192362,767,11.5,1,65
192362,1182,11.5,1,39.19
192362,1403,11.5,1,49.4
192363,454,8.5,1,22.99
192363,599,11.5,1,42.23
192363,755,11,1,39.99
192363,850,8,1,40.95
192363,1022,9.5,1,76
192363,1089,9,1,62.4
192364,46,9.5,1,30.99
192364,472,12,1,120
192364,915,7,1,73.6
192364,977,6,1,10.11
192364,1408,12,1,54.31
192364,1416,7.5,1,16.37
192365,142,8.5,1,53.45
192365,780,11,2,100
192365,868,7,1,67.34
192365,1360,9,1,52.46
192366,252,10,2,32.99
192366,472,12,1,116.4
192366,490,9.5,1,16.65
192366,888,8.5,1,81.99
192366,1059,9.5,1,38.21
192366,1311,11.5,1,75.23
192367,857,7,1,154.7
192369,440,12,1,83.99
192369,459,6,1,21.55
192369,493,12,1,64.99
192369,518,10.5,1,91.17
192369,1013,8,1,47.42
192369,1171,11,1,40.99
192370,1126,9.5,1,32.29
192371,537,5.5,1,65.99
192372,482,7.5,1,120.9
192372,559,10.5,1,74.99
192372,979,6.5,2,16.99
192372,1063,5.5,1,47
192372,1255,11.5,1,66.73
192373,1006,10.5,1,68.25
192374,8,10,1,71.95
192374,1064,5,1,39.99
192374,1258,9.5,1,50
192374,1334,10.5,2,38.53
192375,122,8.5,1,31.67
192375,256,9.5,1,20.01
192375,635,9.5,2,18.99
192375,930,10,1,57
192375,1228,7,1,43.7
192376,811,12,1,58.79
192377,813,12,1,45.49
192378,778,9,1,8.18
192379,342,6,2,39.59
192379,540,5.5,1,59.77
192379,887,10.5,1,77.99
192379,1002,10.5,2,22.07
192379,1092,9,1,28.12
192379,1250,11,1,65.8
192380,192,8,1,37.43
192380,290,8,1,20.36
192380,406,9,1,117.6
192380,497,11.5,1,59.99
192380,745,8,1,61.87
192381,281,12,1,96
192382,50,10.5,2,55.09
192382,105,8.5,1,35.87
192382,227,7,1,6.99
192382,1321,10,1,31.99
192383,476,10,1,23.51
192383,536,10,1,74.4
192383,1227,11.5,1,70.56
192384,1317,10.5,1,32.75
192385,29,10.5,2,54.6
192385,276,9,2,63
192385,325,7.5,1,37.43
192385,432,9,1,63.05
192385,519,6.5,1,54.31
192385,950,11,1,27.99
192385,1409,5.5,1,41.39
192386,29,8.5,2,55.8
192386,861,10.5,1,94.5
192386,1103,11,1,21.77
192386,1184,9,1,47.32
192386,1192,11,1,32.19
192386,1223,10.5,1,63.64
192386,1257,12,1,67.99
192387,980,10.5,1,39.12
192388,954,9.5,1,26.99
192389,557,7.5,1,27.29
192390,928,10.5,1,56.4
192391,52,12,1,55.79
192391,276,8.5,1,63.7
192391,494,11.5,1,53.99
192391,1005,12,1,80
192391,1395,11,1,63.99
192392,23,9.5,1,65
192393,70,10,2,105.56
192393,714,5.5,1,18.99
192393,1052,9,1,60
192393,1062,8.5,1,50.6
192393,1283,7.5,2,66.23
192393,1349,12,1,45.5
192394,74,8,2,75.99
192394,389,12,1,31.84
192394,638,9,1,23.24
192394,688,10.5,1,29.39
192394,1156,8.5,1,32.89
192394,1160,10.5,1,19.99
192394,1392,10.5,2,48.99
192395,566,11,1,27.25
192396,61,11.5,1,81
192396,107,10,1,38.79
192396,1250,9.5,1,69.3
192396,1256,10,1,34.29
192396,1295,10.5,1,105.83
192396,1436,9.5,1,61.75
192397,637,10,1,63.69
192397,1003,9.5,1,78
192397,1395,5,1,63.35
192397,1425,5.5,1,44.15
192398,730,7.5,1,37.82
192399,223,11,1,28.79
192399,323,12,1,32.75
192399,396,8,2,22.31
192399,801,7.5,1,29.13
192399,965,8,1,27.15
192400,517,8,1,45.57
192400,679,6.5,1,36.65
192400,916,11.5,1,75
192400,927,6.5,1,57.6
192401,56,11.5,1,88
192401,87,10.5,2,14.99
192401,274,10.5,1,82.8
192401,539,9,1,74.99
192401,768,7.5,1,59
192401,1119,7,1,28.51
192402,1171,9.5,1,37.3
192403,735,11.5,1,45.99
192404,56,7.5,2,81.84
192404,692,10,1,25.75
192404,815,8,1,108.9
192405,238,12,1,45
192405,940,12,1,40.94
192405,1257,11,1,66.63
192406,66,9.5,1,103.88
192406,494,7.5,1,55.19
192406,731,10.5,1,11.03
192406,1266,10.5,1,28.49
192407,217,9.5,1,63.69
192407,809,11,2,30.07
192407,916,11.5,2,70.5
192407,935,9,1,74.4
192407,1186,8.5,1,63
192407,1206,8.5,1,56.64
192408,743,8,1,62.03
192409,291,7.5,1,23.99
192410,223,11,1,28.49
192410,615,9.5,1,42.29
192410,1055,12,1,40.31
192410,1237,6,1,27.89
192411,1375,10,1,35.33
192412,679,6,1,38.21
192413,327,8.5,1,58.24
192413,915,11,1,80
192414,648,7,1,36
192415,119,9.5,1,45.99
192416,9,8.5,1,72.7
192416,33,9.5,1,120
192416,36,7,1,45.53
192416,351,9.5,2,87.3
192416,414,6,1,26.03
192417,491,9.5,2,49.99
192417,499,9,1,50.59
192417,797,9,1,20.23
192417,881,10,1,84.59
192417,916,10.5,1,72
192417,1197,11,2,41.7
192417,1313,9,1,27.29
192418,420,12,1,59.8
192418,455,9.5,1,29.99
192418,730,8.5,1,37.43
192418,844,11,1,46.54
192418,898,9.5,1,70.49
192418,1053,10,1,21.59
192419,46,8,1,30.99
192420,681,11,2,37.6
192421,1084,7,1,74.68
192422,59,11,1,84.6
192422,199,6.5,2,14.71
192422,272,11,1,86.4
192422,350,11,1,51.4
192422,940,11,1,41.39
192422,945,9,1,42.56
192422,1318,8,2,17.81
192423,1266,10,1,27.29
192424,21,10.5,1,81.9
192424,533,8.5,1,21.15
192424,998,7.5,2,35.27
192424,1040,7,1,11.51
192424,1257,8.5,2,67.99
192425,42,12,1,27.3
192425,227,7,2,6.99
192425,651,8,1,45.99
192425,886,10,1,53.93
192425,1215,10.5,1,70
192425,1315,10.5,1,44.99
192425,1412,9.5,1,63.7
192426,1100,8,1,31.01
192427,30,8,2,54.45
192427,573,9.5,1,41.39
192427,627,7,1,26.18
192427,656,9,2,38.6
192427,1082,12,1,54.27
192427,1199,9,1,19.59
192428,1192,10,1,32.54
192429,137,8,1,74.25
192429,434,11.5,2,67.5
192429,565,6.5,2,28.99
192429,1178,6,1,53
192430,1052,10.5,2,55.2
192431,338,11,1,17.09
192432,345,9,1,63.7
192433,33,12,2,117.6
192433,136,7.5,1,95
192433,192,9.5,1,38.99
192433,443,10,1,60.79
192433,869,9.5,2,71.76
192433,940,10,2,44.99
192433,963,12,1,64.34
192434,1306,8,1,33.11
192435,199,7.5,2,15.67
192436,868,10,1,69.56
192437,594,9,1,128.3
192438,358,8.5,1,50.05
192439,111,9,1,58.55
192439,236,9,2,14.55
192439,351,12,2,82.8
192439,596,8.5,1,23.75
192439,884,9,1,88.1
192440,904,12,1,73.91
192441,96,12,2,18.79
192441,219,11,1,22.31
192441,360,10.5,1,120
192442,854,11.5,1,96
192443,940,7.5,1,41.84
192444,1357,11,1,49.99
192445,874,12,1,62.3
192446,914,9.5,1,47.51
192447,476,8,1,21.83
192447,571,11.5,1,67.89
192447,588,7,1,39.2
192447,965,10,1,25.75
192447,1322,9,1,22.53
192448,168,6,1,25.73
192448,391,8.5,1,37.61
192448,655,8.5,2,35.63
192448,730,8,2,37.82
192448,1197,11,1,41.7
192449,529,11.5,1,71.99
192449,626,6,1,20.67
192449,706,10,1,22.53
192449,915,9.5,1,73.6
192449,1240,8.5,1,29.99
192450,59,10.5,1,85.5
192450,97,9,1,37.19
192450,409,11.5,1,88.34
192450,417,11,1,29.09
192450,448,7,1,12.86
192450,1160,10.5,1,19.59
192450,1408,11.5,1,54.87
192451,357,12,1,58.2
192452,729,10.5,1,63.05
192453,136,8.5,1,88.35
192453,361,10.5,1,101
192453,696,12,1,59.8
192453,912,10.5,1,65
192453,1009,10,1,64.59
192453,1249,10,1,135
192454,354,9.5,1,59.15
192454,679,7.5,1,36.65
192454,801,9,2,28.2
192454,1004,11.5,1,88.2
192454,1286,9,1,86.4
192455,50,9.5,1,55.09
192455,179,7.5,1,46.49
192456,571,11.5,1,62.99
192457,113,12,1,89.1
192457,316,10.5,1,55
192457,485,10.5,1,76
192457,690,5.5,1,42.29
192457,1074,10,1,53
192457,1268,9,1,36.99
192458,232,8.5,1,55
192458,539,8,1,71.99
192458,961,9.5,1,35.88
192458,1082,11.5,1,58.99
192458,1144,10,1,95.99
192459,956,7,1,30.02
192460,119,10,1,41.39
192460,420,11,1,63.05
192460,1307,6,1,16.55
192460,1317,9,1,35.99
192461,142,10,1,49.67
192461,263,6,1,55.99
192461,362,10.5,1,61.37
192461,395,7,2,67.32
192461,830,8.5,1,10.55
192462,706,11,1,22.53
192463,570,10.5,1,98
192464,56,7,1,84.48
192464,208,8.5,1,26.03
192464,334,9.5,1,72.8
192464,900,10,1,80.03
192464,1090,9.5,1,61.75
192464,1108,6.5,1,39.47
192465,739,8.5,1,47.03
192465,752,10.5,1,32.99
192465,1111,10,1,48.95
192465,1173,9.5,1,10.99
192466,229,11.5,1,50.39
192467,67,11,1,85.99
192467,861,7.5,2,99.75
192467,954,12,1,29.99
192467,1226,12,1,65.28
192468,729,9.5,1,59.8
192468,840,9.5,1,51.69
192468,897,11.5,1,78.2
192469,252,6,1,31.34
192469,345,9.5,1,64.4
192469,696,9,1,63.7
192469,754,6,1,22.3
192469,1038,12,1,115.19
192469,1083,10,2,45.49
192470,414,6,1,27.71
192471,1403,5.5,1,47.84
192472,772,6.5,1,15.99
192472,849,10.5,1,78.4
192472,1041,10,1,29.13
192473,1213,9.5,1,68.6
192474,351,10.5,1,83.7
192474,696,8,1,64.35
192474,901,9,1,101.64
192474,1375,8.5,1,35.71
192475,136,10,1,90.25
192475,496,11.5,2,60.45
192475,537,10,1,62.03
192475,870,9.5,1,80.08
192475,881,9,1,89.99
192475,1155,11,1,30.99
192476,5,11.5,2,71.2
192476,1206,12.5,1,53.69
192476,1361,10,1,44.58
192477,1409,10.5,2,45.99
192478,7,9.5,1,63.65
192478,35,12,1,30
192478,622,11.5,2,45.49
192478,940,11.5,1,40.94
192479,493,8,1,59.79
192480,1229,9.5,2,38.79
192481,850,11,1,41.4
192482,221,7.5,1,19.52
192482,850,8,1,41.85
192483,620,12,2,139.5
192483,853,11.5,1,96
192483,1266,9.5,1,28.49
192483,1400,9,1,71.27
192484,136,10.5,1,85.5
192484,687,8,1,42.99
192484,823,11,2,138
192484,915,11.5,2,80
192484,1089,11.5,1,60.45
192485,916,9.5,1,69.75
192486,153,10.5,1,54.6
192486,622,10,1,45.49
192486,669,10,1,38.53
192486,823,10,1,138
192486,832,7,1,18.99
192487,338,7.5,2,16.37
192487,464,10,1,43.7
192487,708,11,1,23.99
192487,787,9,1,19.39
192487,916,10.5,2,73.5
192488,57,11.5,1,97.02
192488,179,11.5,1,48.49
192488,421,7,1,23.03
192488,645,11,1,39.2
192488,1215,11.5,1,63
192489,16,10,2,74.4
192489,306,10.5,1,39.59
192489,416,7.5,1,20.01
192489,666,5,1,19.39
192489,1009,10,2,66.63
192489,1087,12,1,59.8
192489,1399,12,1,55.19
192490,173,9,1,21.84
192490,493,10.5,1,61.09
192490,500,12,1,54.44
192490,737,6.5,1,19.1
192490,955,9,1,21.33
192490,1211,11,1,64.4
192490,1249,9,2,126.9
192491,222,8.5,1,55.2
192491,852,7,1,39.76
192491,943,10,1,27.25
192491,1074,10.5,1,53
192492,204,11,1,31.49
192492,282,9,1,13.94
192492,364,8.5,2,66.5
192492,516,9,2,19.31
192492,739,9,1,46.05
192492,849,12,1,79.2
192493,9,5.5,1,69.7
192493,326,7.5,2,18.39
192493,352,9.5,1,80.75
192493,419,8,1,26.59
192493,790,8,1,32
192493,923,8,1,34.91
192494,173,7,1,22.3
192494,743,7,1,59.39
192494,925,11.5,1,58
192494,1039,9,2,35.51
192495,417,11,1,28.49
192495,496,11.5,1,61.75
192495,690,10,2,40.49
192495,870,11.5,1,80.08
192495,1102,10.5,1,7.91
192495,1324,9,2,46.54
192496,446,12,1,84.15
192497,1317,10.5,1,35.99
192498,1020,8.5,1,55.8
192498,1243,11.5,1,34.77
192499,81,10.5,2,113.68
192499,272,11.5,1,81.9
192499,1174,10.5,1,53.93
192500,113,11.5,1,90
192500,417,9,1,29.99
192500,493,8.5,1,58.49
192500,882,11,2,83.99
192500,1181,10.5,1,41.39
192501,221,9,1,19.52
192501,323,9.5,1,35.99
192501,641,9,1,22.07
192501,876,12,1,86.47
192501,1126,10,1,32.97
192502,42,12,1,27
192502,355,7.5,2,38.53
192502,420,11.5,1,59.15
192502,500,10,1,54.99
192502,809,11.5,1,29.75
192502,897,10.5,2,78.2
192503,234,10,1,68.6
192504,425,10.5,1,66.24
192504,651,12,1,48.99
192505,272,11.5,1,86.4
192505,542,10,1,20.89
192505,570,6.5,1,100
192505,967,8.5,1,34.57
192505,1358,12,2,50.04
192506,1009,11.5,1,64.59
192506,1174,7.5,2,52.19
192506,1226,9.5,1,61.2
192507,425,11,1,64.8
192508,937,10,1,60.15
192508,1105,9.5,1,63.7
192508,1295,8,1,102.59
192509,497,9,1,59.99
192509,869,11.5,1,70.2
192509,1018,6,1,44
192510,151,6,1,39.55
192511,1006,12,1,67.5
192512,550,11.5,1,62.4
192513,366,10.5,1,62.4
192514,51,8.5,1,50.59
192514,266,8,1,20.99
192515,97,9,1,37.19
192515,176,12,1,143.99
192515,380,9.5,1,75.2
192515,631,6.5,1,21.77
192515,1312,10,1,21.33
192516,1216,5.5,1,72.75
192517,981,7.5,1,56.72
192518,1400,11,1,68.39
192519,853,11.5,1,88.32
192520,927,9.5,1,58.8
192521,436,10.5,1,73.5
192521,537,7,1,65.99
192521,696,11.5,2,61.75
192521,844,12,2,45.07
192521,874,11.5,1,66.99
192521,1038,11,1,119.99
192522,1126,9.5,1,32.97
192523,284,11,1,30.02
192523,644,5.5,1,25.99
192523,696,11,1,65
192523,739,8.5,1,46.54
192523,789,6.5,1,40
192523,809,8,1,29.11
192524,1261,9.5,1,27.59
192525,926,9.5,1,58
192526,22,9.5,1,82.45
192527,203,9,1,43.99
192527,818,11,1,33.99
192528,409,12,1,92.99
192528,519,6,1,53.19
192528,578,9.5,1,36.85
192528,643,8.5,1,58.19
192528,964,11.5,2,53.75
192528,1111,6.5,1,50.48
192528,1121,9,2,40.58
192529,154,7,2,29.69
192529,191,10,1,60
192529,494,11.5,1,55.79
192530,23,9.5,1,64.35
192530,308,11,1,59.4
192530,361,10.5,1,103.22
192530,905,8.5,1,21.99
192530,1267,10,1,17.66
192531,1,10.5,1,93.99
192531,202,7,1,42.75
192531,207,6,1,19.39
192531,225,8,1,29.39
192531,632,8.5,1,23.51
192531,1092,8,1,26.38
192532,416,11,1,21.77
192533,58,8,1,96
192533,195,7,1,30.68
192533,224,10,1,20.23
192533,242,12,1,32
192533,535,8,1,61.37
192533,1050,10.5,1,49.91
192533,1317,12,1,34.91
192534,83,12,2,60.99
192534,106,10,1,44.61
192534,283,5.5,2,29.99
192534,519,10,1,54.87
192534,731,9.5,1,11.03
192534,1050,10,1,47.83
192534,1097,10.5,1,37.82
192535,476,8.5,2,22.31
192535,940,9.5,1,44.09
192535,1300,8,1,19.39
192536,33,10.5,2,120
192536,436,10.5,2,75
192536,866,9.5,1,61.88
192536,922,8.5,1,39.35
192536,938,11.5,1,90
192536,1126,9.5,1,30.93
192537,471,10,1,35.99
192537,702,9,1,34.77
192537,996,6.5,1,19.1
192538,800,9,1,40.31
192538,906,8,1,36.8
192538,1215,11.5,1,64.4
192539,141,10,1,42.29
192539,272,12,1,83.7
192539,540,7,1,56.11
192539,617,10.5,1,41.85
192539,809,8,1,30.39
192539,915,8.5,1,77.6
192539,916,11.5,1,75
192540,329,12,2,69.99
192540,929,11.5,2,55.1
192541,66,9,1,100.7
192541,99,6.5,2,18.23
192541,445,9.5,2,67.9
192541,813,12,1,45.99
192541,901,7,2,104.85
192541,921,5.5,2,14.55
192542,9,11,1,69.7
192542,27,6,1,65
192542,125,6.5,1,11.75
192542,386,11,1,33.66
192542,662,11,2,28.99
192542,1227,11.5,1,66.96
192543,43,12,1,33.95
192543,266,10.5,2,19.73
192543,352,11,1,77.35
192543,353,11.5,1,59.99
192543,621,10.5,1,12.99
192543,940,12,1,40.49
192543,956,6.5,1,32.33
192544,176,11,1,134.99
192544,428,10.5,1,32.54
192544,575,11.5,1,31.84
192544,916,11,1,75
192544,1403,5.5,1,48.88
192545,707,11,1,53.35
192545,773,9.5,1,82.31
192545,1006,12,1,75
192545,1083,11,1,49.99
192545,1293,9.5,1,100
192546,282,9,1,14.99
192547,276,9.5,1,68.6
192547,409,11.5,1,92.99
192547,943,7,2,27.25
192547,1000,12,1,64.4
192547,1057,6.5,1,51.7
192547,1086,11,1,63
192548,1358,9.5,1,52.24
192549,360,11.5,1,111.6
192549,395,6,1,68
192549,662,8.5,1,27.83
192549,915,8,1,77.6
192549,925,9.5,1,55.1
192549,1112,9,1,42.99
192549,1228,9,2,43.7
192550,228,11,1,38.21
192551,220,7.5,1,23.99
192551,1030,8.5,1,14.39
192551,1345,7.5,1,16.48
192552,326,9,1,19.79
192552,530,9.5,2,75
192552,1255,11,1,70.99
192552,1349,11,1,47
192553,220,7,1,22.55
192553,271,6,1,28.51
192553,272,10,1,85.5
192553,1094,8.5,2,22.99
192553,1114,11,1,57.99
192553,1353,11,1,54.59
192553,1364,8.5,1,35.14
192554,159,10,1,87.12
192554,679,9,1,38.99
192554,1126,6,1,30.59
192554,1195,9.5,1,80.9
192554,1205,10.5,1,56.69
192554,1293,11.5,2,100
192555,854,11,1,99
192556,236,7,1,14.71
192556,356,10.5,2,130.94
192556,465,7,1,35.71
192556,915,7.5,2,80
192556,1265,10.5,1,30.35
192557,192,9,2,36.65
192557,202,11,1,40.5
192557,655,9.5,1,32.39
192557,1307,10,1,16.91
192557,1315,7,1,40.49
192558,376,9,1,42.76
192559,1324,9.5,2,48.99
192560,620,10,1,144
192561,102,10,1,53.89
192561,331,9.5,1,47.5
192561,694,8.5,1,49.28
192561,829,7.5,1,41.85
192561,1168,12,1,68.99
192562,679,7,1,37.43
192563,59,7.5,1,90
192563,154,7.5,2,30.68
192563,276,11.5,1,63
192563,421,11,1,22.79
192563,520,11,1,17.99
192563,768,8.5,1,53.69
192563,1293,9.5,1,97
192564,97,10,1,39.59
192564,420,8,1,62.4
192564,984,12,1,51.7
192564,989,11.5,1,106.7
192564,1068,11,1,49.99
192564,1319,7.5,1,56.11
192565,272,11.5,1,83.7
192565,276,11.5,1,63.7
192565,580,11,2,33.47
192565,618,8.5,2,41.7
192565,987,11,1,23.39
192565,1098,8.5,2,38.99
192566,254,8,1,39.76
192566,259,7.5,1,21.15
192566,276,10.5,1,69.3
192566,496,10.5,1,63.7
192566,1004,11.5,2,84.6
192567,130,6.5,1,21.61
192568,5,9.5,2,74.95
192568,14,11.5,1,120
192568,219,7,1,22.07
192568,1062,12,1,51.15
192568,1295,11.5,1,98.27
192568,1358,10.5,1,50.04
192569,304,9,1,51.15
192570,249,12,1,48.35
192570,809,9.5,1,29.11
192570,1062,12,1,53.9
192570,1296,6.5,1,60.75
192571,1276,12.5,1,39.99
192572,271,6,1,30.68
192572,381,7,1,14.99
192572,436,9.5,1,69
192572,612,11.5,1,72.79
192572,705,6,1,27.83
192572,1266,8,2,29.09
192573,963,9.5,1,59.79
192574,233,11.5,1,49.5
192574,780,9.5,1,100
192574,898,10.5,1,74.24
192574,1062,9.5,2,50.6
192574,1128,9.5,1,68.25
192575,902,10,1,61.37
192576,706,8.5,1,21.61
192577,360,11.5,2,114
192578,105,6.5,1,36.26
192578,276,11.5,1,65.8
192578,708,8,1,23.99
192578,1009,9.5,1,63.23
192578,1119,8.5,1,27.89
192579,43,11,1,33.95
192580,66,12,1,99.64
192580,179,8,1,49.99
192580,204,8,1,34.99
192580,232,10,1,50.05
192580,916,11.5,1,75
192580,1215,11,1,68.6
192581,398,9,1,29.13
192581,417,10.5,1,27.89
192581,463,7,1,22.49
192581,938,10.5,1,85.5
192582,5,7.5,1,67.46
192583,686,8,1,36.47
192583,1276,12.5,1,37.59
192584,229,11.5,1,52.63
192585,1066,9,1,72.26
192586,74,9,1,74.47
192586,244,9,1,68.25
192586,361,11.5,1,107.66
192586,1337,10.5,1,81.9
192587,84,10,1,80
192588,97,11,1,39.99
192588,348,8.5,1,15.83
192588,465,8.5,1,37.99
192589,1001,11.5,2,61.1
192589,1189,9.5,1,110
192590,1195,11.5,1,84.38
192591,1291,11.5,2,59.15
192592,50,11.5,1,54.51
192592,95,9.5,1,22.99
192592,97,9.5,1,39.59
192592,276,11.5,1,67.2
192592,425,12,1,69.84
192593,276,8,1,67.9
192594,567,8.5,1,27.99
192594,938,10.5,2,82.8
192594,976,8,1,49.13
192594,1368,9,1,20.78
192595,975,9.5,2,68.6
192596,276,11,1,70
192596,389,8,1,32.89
192596,818,7.5,1,32.97
192597,23,12,1,59.8
192597,206,11.5,1,23.91
192597,272,12,1,81.9
192597,417,10,1,27.89
192597,1032,8,1,58.55
192597,1168,11.5,1,68.3
192598,1147,10.5,1,83.15
192599,694,8.5,1,52.99
192600,425,8.5,1,67.68
192601,21,11.5,2,81
192601,612,7,1,71.99
192601,940,11.5,2,44.99
192601,1095,12,1,20
192601,1423,8,1,27.89
192601,1430,10.5,1,31.01
192602,360,11.5,1,115.2
192602,730,10,1,38.99
192602,1056,9.5,1,60.14
192602,1270,8.5,2,57.59
192602,1291,9,1,64.35
192603,160,10,1,69.75
192603,300,10,1,53.99
192603,456,6,1,22.79
192603,510,9,1,15.99
192603,861,10.5,1,96.6
192604,559,11,2,73.49
192605,1255,11.5,1,70.99
192606,567,8,1,26.87
192607,1007,9.5,1,46.99
192608,849,10.5,1,76
192609,811,12,1,56.39
192610,105,9,1,35.09
192610,177,9.5,1,81.17
192610,420,10,1,61.1
192610,583,9.5,1,44.16
192610,702,7.5,1,33.66
192610,1001,11.5,2,60.45
192611,285,8.5,1,22.99
192612,1400,11.5,1,64.79
192613,141,8.5,2,42.29
192613,221,10,1,18.89
192613,326,7.5,1,19.39
192613,536,8.5,1,73.6
192613,787,10,1,18.59
192614,280,11.5,1,100
192615,696,11.5,1,60.45
192615,1265,10,1,32.66
192616,366,10.5,1,61.75
192617,96,10.5,1,19.99
192618,1152,9,1,30.68
192619,81,9,1,112.52
192619,183,11,1,26.45
192619,392,5.5,1,32.97
192619,552,11,1,52.79
192619,599,10,1,39.59
192619,797,9.5,1,21.33
192620,937,10.5,1,63.99
192620,1049,10.5,2,60.45
192620,1201,8.5,1,20.92
192620,1272,8.5,1,36.4
192620,1359,11,1,102.3
192621,963,10.5,1,64.99
192622,416,7.5,1,20.23
192623,172,9,1,18.8
192623,272,12,1,83.7
192623,276,10,1,63
192623,790,7.5,1,30.35
192623,1168,8,1,65.54
192624,100,6.5,2,24.56
