saleid,saledate,customerid,tax,shipping
194883,2015-07-28,5026,0,34.73
194884,2015-07-28,6574,0,44.63
194885,2015-07-28,12911,0,19.71
194886,2015-07-28,6403,23.68,42.63
194887,2015-07-28,16785,0,9.95
194888,2015-07-29,8070,0,26.92
194889,2015-07-29,14186,0,9.95
194890,2015-07-29,12083,0,9.95
194891,2015-07-29,9865,0,9.95
194892,2015-07-29,12891,13.6,9.95
194893,2015-07-29,3578,0,19.55
194894,2015-07-29,1374,0,28.14
194895,2015-07-29,2257,0,30.48
194896,2015-07-30,15427,0,9.95
194897,2015-07-30,12129,0,46.12
194898,2015-07-30,11056,0,26.66
194899,2015-07-30,17909,0,9.95
194900,2015-07-30,4511,0,20.91
194901,2015-07-30,4222,0,9.95
194902,2015-07-30,3570,0,39.35
194903,2015-07-30,14603,0,9.95
194904,2015-07-30,11963,0,48.19
194905,2015-07-30,10385,0,9.95
194906,2015-07-30,5157,0,9.95
194907,2015-07-30,3544,42.16,49.86
194908,2015-07-31,14141,0,9.95
194909,2015-07-31,16210,0,42.57
194910,2015-07-31,16351,0,28.22
194911,2015-07-31,11940,0,9.95
194912,2015-07-31,15572,0,9.95
194913,2015-07-31,3258,0,9.95
194914,2015-07-31,12861,0,21.11
194915,2015-07-31,18361,0,20.31
194916,2015-07-31,11754,0,41.03
194917,2015-07-31,7556,0,46.97
194918,2015-07-31,5481,0,9.95
194919,2015-07-31,11895,0,48.16
194920,2015-07-31,9140,0,9.95
194921,2015-08-01,6917,0,9.95
194922,2015-08-01,17732,0,56.47
194923,2015-08-01,2461,0,34.93
194924,2015-08-02,12455,0,31.45
194925,2015-08-03,17381,0,9.95
194926,2015-08-03,5056,0,9.95
194927,2015-08-03,14338,0,9.95
194928,2015-08-03,13978,12,9.95
194929,2015-08-03,13438,0,46.3
194930,2015-08-04,11126,0,37.23
194931,2015-08-04,5128,0,38.19
194932,2015-08-04,1423,0,9.95
194933,2015-08-04,730,14.32,37.03
194934,2015-08-04,10910,0,33.29
194935,2015-08-04,15246,0,51.76
194936,2015-08-04,17894,0,9.95
194937,2015-08-04,13214,0,9.95
194938,2015-08-04,645,0,20.95
194939,2015-08-04,7908,46.32,50.9
194940,2015-08-04,14175,0,49.52
194941,2015-08-04,10941,0,9.95
194942,2015-08-05,11131,0,23.91
194943,2015-08-05,16036,0,9.95
194944,2015-08-05,14464,0,44.13
194945,2015-08-05,12085,0,41.71
194946,2015-08-05,1166,0,48.14
194947,2015-08-05,12785,0,41.37
194948,2015-08-05,16011,0,9.95
194949,2015-08-05,2724,12.64,21.07
194950,2015-08-05,3275,0,27.08
194951,2015-08-05,8635,0,9.95
194952,2015-08-06,15199,0,9.95
194953,2015-08-06,8096,0,9.95
194954,2015-08-06,17483,0,36.33
194955,2015-08-06,5015,0,49.92
194956,2015-08-07,11542,0,9.95
194957,2015-08-07,16004,0,9.95
194958,2015-08-07,12779,0,37.63
194959,2015-08-08,5248,0,33.59
194960,2015-08-08,13819,0,41.73
194961,2015-08-08,18108,0,9.95
194962,2015-08-08,16573,0,9.95
194963,2015-08-08,10139,0,9.95
194964,2015-08-08,14846,0,37.81
194965,2015-08-08,3985,0,9.95
194966,2015-08-08,16888,0,33.53
194967,2015-08-08,7443,2.4,9.95
194968,2015-08-08,11917,0,39.75
194969,2015-08-09,16723,0,9.95
194970,2015-08-09,5642,2.4,9.95
194971,2015-08-09,15873,0,9.95
194972,2015-08-09,47,0,9.95
194973,2015-08-10,7083,0,48.92
194974,2015-08-10,5284,0,19.51
194975,2015-08-10,5095,0,37.61
194976,2015-08-10,11409,0,43.53
194977,2015-08-10,1233,0,28.18
194978,2015-08-10,2046,0,20.87
194979,2015-08-10,5135,0,33.25
194980,2015-08-10,1948,0,9.95
194981,2015-08-11,12895,0,9.95
194982,2015-08-11,13167,0,9.95
194983,2015-08-11,8635,0,35.49
194984,2015-08-11,17504,0,53.08
194985,2015-08-11,9464,0,27.62
194986,2015-08-11,7885,0,9.95
194987,2015-08-11,755,0,27.82
194988,2015-08-11,11465,0,9.95
194989,2015-08-11,9877,0,9.95
194990,2015-08-12,3937,0,9.95
194991,2015-08-12,13168,0,9.95
194992,2015-08-12,2496,0,9.95
194993,2015-08-12,11635,0,42.19
194994,2015-08-13,596,0,41.87
194995,2015-08-13,17869,0,20.41
194996,2015-08-13,3176,0,51.5
194997,2015-08-13,4146,0,39.17
194998,2015-08-13,13008,0,9.95
194999,2015-08-13,17423,0,9.95
195000,2015-08-13,18062,0,53.85
195001,2015-08-13,18093,0,41.01
195002,2015-08-13,14087,0,21.71
195003,2015-08-14,6590,0,9.95
195004,2015-08-14,2440,0,45.88
195005,2015-08-14,8782,0,49.7
195006,2015-08-14,5490,0,9.95
195007,2015-08-14,6273,31.92,41.43
195008,2015-08-15,5781,0,50.86
195009,2015-08-15,13618,0,38.39
195010,2015-08-15,15061,0,48.74
195011,2015-08-15,10950,0,9.95
195012,2015-08-15,13992,19.52,34.25
195013,2015-08-15,13020,0,42.29
195014,2015-08-15,4632,0,48.74
195015,2015-08-15,5781,0,9.95
195016,2015-08-15,1233,0,18.95
195017,2015-08-15,17473,0,9.95
195018,2015-08-15,16822,0,37.67
195019,2015-08-17,8695,0,49.64
195020,2015-08-17,2547,0,9.95
195021,2015-08-17,340,0,9.95
195022,2015-08-17,6314,0,20.41
195023,2015-08-17,14315,0,9.95
195024,2015-08-17,3384,0,48
195025,2015-08-17,505,0,41.93
195026,2015-08-17,4430,0,35.79
195027,2015-08-17,16653,0,41.19
195028,2015-08-17,9579,0,48.71
195029,2015-08-17,10864,0,22.71
195030,2015-08-18,8033,0,48.42
195031,2015-08-18,17939,0,38.07
195032,2015-08-18,17724,0,38.01
195033,2015-08-18,6584,0,27.52
195034,2015-08-18,11830,0,45.67
195035,2015-08-19,14902,0,9.95
195036,2015-08-19,11967,0,9.95
195037,2015-08-19,8485,0,9.95
195038,2015-08-19,13017,0,9.95
195039,2015-08-19,18100,0,20.71
195040,2015-08-19,8493,33.36,47.66
195041,2015-08-19,13387,0,9.95
195042,2015-08-20,7211,0,58.17
195043,2015-08-20,10800,0,9.95
195044,2015-08-20,11236,0,20.91
195045,2015-08-20,13528,20.56,34.51
195046,2015-08-20,9883,0,44.57
195047,2015-08-20,961,0,21.31
195048,2015-08-21,14010,0,40.21
195049,2015-08-21,10077,0,9.95
195050,2015-08-21,3893,0,9.95
195051,2015-08-21,10707,0,9.95
195052,2015-08-21,15003,0,9.95
195053,2015-08-21,3546,0,39.73
195054,2015-08-22,17602,0,9.95
195055,2015-08-22,12262,30.96,44.45
195056,2015-08-22,15439,0,33.91
195057,2015-08-22,1291,0,9.95
195058,2015-08-22,144,0,9.95
195059,2015-08-22,15402,0,9.95
195060,2015-08-22,5216,0,31.31
195061,2015-08-22,4338,0,47.36
195062,2015-08-23,7945,0,9.95
195063,2015-08-23,11110,0,9.95
195064,2015-08-24,10941,0,9.95
195065,2015-08-24,4059,0,33.85
195066,2015-08-24,13877,0,21.31
195067,2015-08-24,13021,0,47.22
195068,2015-08-24,9404,0,34.79
195069,2015-08-24,8443,0,42.11
195070,2015-08-24,15755,0,9.95
195071,2015-08-24,6085,0,33.55
195072,2015-08-24,10834,0,9.95
195073,2015-08-25,11701,0,50.56
195074,2015-08-25,1885,0,9.95
195075,2015-08-26,533,0,19.07
195076,2015-08-26,10276,0,39.83
195077,2015-08-26,16708,0,9.95
195078,2015-08-26,17778,0,9.95
195079,2015-08-26,3258,0,51.22
195080,2015-08-26,6682,0,9.95
195081,2015-08-27,3893,0,44.56
195082,2015-08-27,3338,0,9.95
195083,2015-08-27,4541,0,27.7
195084,2015-08-27,13564,0,27
195085,2015-08-27,8637,0,9.95
195086,2015-08-27,11616,0,49.62
195087,2015-08-28,3926,0,47.34
195088,2015-08-28,7769,0,43.21
195089,2015-08-29,7709,0,49.84
195090,2015-08-29,2400,0,9.95
195091,2015-08-29,12421,0,39.49
195092,2015-08-29,10028,0,49.78
195093,2015-08-29,332,0,27.52
195094,2015-08-29,5871,0,32.09
195095,2015-08-29,7895,19.6,34.27
195096,2015-08-29,15731,0,9.95
195097,2015-08-30,791,0,53.11
195098,2015-08-30,13696,0,49.18
195099,2015-08-30,5613,0,38.65
195100,2015-08-30,5955,0,34.07
195101,2015-08-30,376,0,9.95
195102,2015-08-30,931,0,9.95
195103,2015-08-31,10651,0,47.9
195104,2015-08-31,14755,0,22.19
195105,2015-08-31,10908,0,9.95
195106,2015-08-31,11390,0,9.95
195107,2015-08-31,5654,0,51.96
195108,2015-08-31,3433,0,46.36
195109,2015-08-31,408,10.4,9.95
195110,2015-08-31,11936,0,43.32
195111,2015-08-31,13058,0,9.95
195112,2015-08-31,17489,3.76,9.95
195113,2015-09-01,5447,0,46.68
195114,2015-09-01,9325,19.6,34.27
195115,2015-09-02,15025,0,9.95
195116,2015-09-02,9333,0,9.95
195117,2015-09-02,10656,0,9.95
195118,2015-09-02,11454,6.4,19.51
195119,2015-09-02,17869,0,18.71
195120,2015-09-02,13087,0,9.95
195121,2015-09-02,3808,0,46.87
195122,2015-09-02,1950,0,37.85
195123,2015-09-03,367,0,40.19
195124,2015-09-03,7651,0,34.39
195125,2015-09-03,2689,0,41.49
195126,2015-09-03,10428,3.52,9.95
195127,2015-09-03,6280,0,40.25
195128,2015-09-03,1355,0,9.95
195129,2015-09-03,17042,0,9.95
195130,2015-09-04,12338,0,45.86
195131,2015-09-04,11301,0,20.51
195132,2015-09-04,10619,0,9.95
195133,2015-09-04,793,0,35.77
195134,2015-09-04,10790,0,9.95
195135,2015-09-04,4382,0,9.95
195136,2015-09-04,10469,0,9.95
195137,2015-09-04,13662,36,50.4
195138,2015-09-04,12756,0,43.85
195139,2015-09-05,13631,0,9.95
195140,2015-09-05,8485,0,43.99
195141,2015-09-06,11361,0,27.8
195142,2015-09-06,6039,0,39.25
195143,2015-09-06,6945,0,9.95
195144,2015-09-06,8380,0,9.95
195145,2015-09-06,9969,0,43.07
195146,2015-09-06,11362,0,9.95
195147,2015-09-06,9325,17.12,33.65
195148,2015-09-07,1769,0,48.24
195149,2015-09-07,3452,0,27.52
195150,2015-09-07,1257,0,9.95
195151,2015-09-07,17307,0,49.82
195152,2015-09-07,4303,0,39.01
195153,2015-09-08,7443,4.32,9.95
195154,2015-09-08,14506,0,43.27
195155,2015-09-09,101,0,9.95
195156,2015-09-09,6486,0,48.67
195157,2015-09-09,15203,0,50.58
195158,2015-09-09,11411,0,9.95
195159,2015-09-09,13258,0,48.2
195160,2015-09-09,5509,0,47.88
195161,2015-09-10,6109,0,44.25
195162,2015-09-10,13774,0,19.61
195163,2015-09-10,18008,0,9.95
195164,2015-09-10,3339,0,9.95
195165,2015-09-10,2864,0,9.95
195166,2015-09-11,15664,0,41.65
195167,2015-09-11,13696,0,49.76
195168,2015-09-11,5135,0,54.69
195169,2015-09-11,7479,4.8,9.95
195170,2015-09-11,1219,2.72,18.59
195171,2015-09-11,13059,0,9.95
195172,2015-09-11,2786,0,48.56
195173,2015-09-11,6306,0,48.61
195174,2015-09-11,17226,0,47.8
195175,2015-09-11,1224,0,9.95
195176,2015-09-11,4059,0,9.95
195177,2015-09-11,18058,0,51.41
195178,2015-09-12,10232,0,19.71
195179,2015-09-12,5227,0,53.34
195180,2015-09-12,3505,0,9.95
195181,2015-09-12,16209,0,47.76
195182,2015-09-13,5871,0,9.95
195183,2015-09-13,4592,0,9.95
195184,2015-09-13,5871,0,28.04
195185,2015-09-13,8633,0,49.22
195186,2015-09-13,4641,0,41.79
195187,2015-09-13,11379,0,38.89
195188,2015-09-13,14274,0,9.95
195189,2015-09-13,17424,0,41.95
195190,2015-09-14,12348,0,9.95
195191,2015-09-14,15873,0,39.69
195192,2015-09-14,10121,0,35.87
195193,2015-09-14,14333,0,47.84
195194,2015-09-14,693,0,9.95
195195,2015-09-15,15990,0,43.21
195196,2015-09-15,12062,0,9.95
195197,2015-09-15,4225,0,9.95
195198,2015-09-15,14209,0,20.39
195199,2015-09-15,7367,0,53.61
195200,2015-09-16,13138,0,20.01
195201,2015-09-16,7885,0,33.03
195202,2015-09-16,14621,13.76,27.72
195203,2015-09-16,2235,0,19.23
195204,2015-09-17,13858,0,21.03
195205,2015-09-18,17437,0,48.48
195206,2015-09-18,16071,0,38.79
195207,2015-09-18,16184,0,53.11
195208,2015-09-18,16461,0,9.95
195209,2015-09-18,12849,0,48.86
195210,2015-09-18,13985,0,33.69
195211,2015-09-18,5129,0,29.32
195212,2015-09-20,15718,0,43.89
195213,2015-09-20,28,0,26.08
195214,2015-09-20,1278,0,9.95
195215,2015-09-20,3449,0,41.39
195216,2015-09-20,12890,0,51.8
195217,2015-09-22,3522,0,9.95
195218,2015-09-22,3624,0,9.95
195219,2015-09-22,14958,0,9.95
195220,2015-09-22,4860,0,9.95
195221,2015-09-22,7340,0,48.16
195222,2015-09-22,2118,0,9.95
195223,2015-09-22,10286,0,9.95
195224,2015-09-22,8918,0,47.03
195225,2015-09-23,13576,0,35.09
195226,2015-09-23,13618,0,45.86
195227,2015-09-23,10651,0,9.95
195228,2015-09-23,5510,0,33.15
195229,2015-09-24,3476,0,39.19
195230,2015-09-24,17938,0,27.34
195231,2015-09-24,15060,0,21.47
195232,2015-09-24,545,0,9.95
195233,2015-09-24,17733,0,50.41
195234,2015-09-24,11221,22.32,39.03
195235,2015-09-24,289,0,28.08
195236,2015-09-24,18185,0,9.95
195237,2015-09-24,2963,0,9.95
195238,2015-09-24,11331,0,9.95
195239,2015-09-24,18321,0,46.34
195240,2015-09-24,101,0,34.75
195241,2015-09-24,9768,0,9.95
195242,2015-09-25,4583,0,46.26
195243,2015-09-25,15173,0,9.95
195244,2015-09-25,10619,0,33.13
195245,2015-09-25,1619,0,47.23
195246,2015-09-25,5135,0,44.44
195247,2015-09-25,7983,0,9.95
195248,2015-09-25,360,0,20.95
195249,2015-09-26,8808,0,39.67
195250,2015-09-26,2567,0,52.88
195251,2015-09-26,14856,0,41.63
195252,2015-09-26,10192,0,9.95
195253,2015-09-26,16425,0,9.95
195254,2015-09-27,12517,0,9.95
195255,2015-09-27,5661,0,45.78
195256,2015-09-27,4725,0,9.95
195257,2015-09-27,16926,0,49.96
195258,2015-09-28,13135,0,47.34
195259,2015-09-28,1170,0,9.95
195260,2015-09-28,3089,0,27.72
195261,2015-09-29,12639,0,44.86
195262,2015-09-29,12437,0,26.92
195263,2015-09-29,1738,0,46.56
195264,2015-09-29,10491,0,18.79
195265,2015-09-29,16177,0,41.87
195266,2015-09-29,4112,0,47.46
195267,2015-09-30,13425,0,9.95
195268,2015-09-30,3750,0,9.95
195269,2015-09-30,9768,0,9.95
195270,2015-09-30,2863,0,45.78
195271,2015-09-30,175,0,9.95
195272,2015-09-30,7556,0,41.05
195273,2015-09-30,402,0,40.45
195274,2015-09-30,15358,24.4,42.81
195275,2015-09-30,10388,0,47.98
195276,2015-10-01,9594,0,9.95
195277,2015-10-01,11608,0,19.91
195278,2015-10-01,755,0,9.95
195279,2015-10-01,16702,0,42.59
195280,2015-10-01,16988,0,9.95
195281,2015-10-01,10712,0,40.01
195282,2015-10-01,12393,0,27.12
195283,2015-10-01,14109,0,51
195284,2015-10-01,1695,0,38.21
195285,2015-10-02,3176,0,51.24
195286,2015-10-02,17901,0,42.21
195287,2015-10-02,15183,0,9.95
195288,2015-10-02,7482,0,49.9
195289,2015-10-03,8989,0,9.95
195290,2015-10-03,16120,0,47.21
195291,2015-10-03,5844,0,50.98
195292,2015-10-03,3672,0,9.95
195293,2015-10-03,15163,0,48.46
195294,2015-10-03,14340,0,43.47
195295,2015-10-03,2088,0,20.39
195296,2015-10-03,14405,0,37.13
195297,2015-10-03,388,0,46.14
195298,2015-10-04,12262,19.52,34.25
195299,2015-10-04,10752,0,42.63
195300,2015-10-04,17079,0,32.05
195301,2015-10-04,8744,0,46.82
195302,2015-10-04,6426,0,9.95
195303,2015-10-04,2632,0,9.95
195304,2015-10-04,1860,18.88,41.43
195305,2015-10-04,14043,0,43.65
195306,2015-10-04,1561,0,51.24
195307,2015-10-04,4303,0,49.12
195308,2015-10-04,11438,0,38.57
195309,2015-10-05,1385,0,9.95
195310,2015-10-05,13978,8,9.95
195311,2015-10-05,5928,0,9.95
195312,2015-10-05,16278,0,9.95
195313,2015-10-05,1027,0,35.13
195314,2015-10-05,17132,0,44.17
195315,2015-10-05,1492,0,37.97
195316,2015-10-05,2271,0,9.95
195317,2015-10-05,10092,0,9.95
195318,2015-10-05,17120,0,26.98
195319,2015-10-05,10780,13.6,32.77
195320,2015-10-06,3097,0,45.16
195321,2015-10-06,10019,23.6,35.27
195322,2015-10-06,3183,0,9.95
195323,2015-10-07,12191,0,38.67
195324,2015-10-07,12890,0,9.95
195325,2015-10-07,3846,0,9.95
195326,2015-10-07,6738,0,20.79
195327,2015-10-07,12406,0,9.95
195328,2015-10-07,2411,32.24,47.38
195329,2015-10-08,5940,30.08,40.97
195330,2015-10-08,11967,0,9.95
195331,2015-10-08,10952,0,44.79
195332,2015-10-08,2587,0,41.09
195333,2015-10-08,13649,1.52,9.95
195334,2015-10-08,17530,10.8,9.95
195335,2015-10-08,9417,0,19.91
195336,2015-10-09,18345,0,9.95
195337,2015-10-09,6102,0,52.54
195338,2015-10-09,15733,0,9.95
195339,2015-10-09,17573,0,49.52
195340,2015-10-10,17976,0,27.62
195341,2015-10-10,17487,0,27.5
195342,2015-10-10,14901,0,9.95
195343,2015-10-10,15470,0,47.3
195344,2015-10-10,13197,0,9.95
195345,2015-10-10,5062,0,9.95
195346,2015-10-11,12099,0,9.95
195347,2015-10-11,15176,0,42.37
195348,2015-10-11,18182,31.52,47.2
195349,2015-10-11,16136,0,41.37
195350,2015-10-11,16096,22.48,39.07
195351,2015-10-12,6584,0,43.37
195352,2015-10-12,9969,0,9.95
195353,2015-10-12,304,0,9.95
195354,2015-10-12,815,0,39.37
195355,2015-10-14,8089,0,20.91
195356,2015-10-14,3331,0,20.51
195357,2015-10-14,2409,0,19.11
195358,2015-10-14,8854,0,28.44
195359,2015-10-14,11814,0,47.38
195360,2015-10-14,14901,0,52.75
195361,2015-10-14,11395,0,20.31
195362,2015-10-14,15815,0,9.95
195363,2015-10-14,3634,0,49.38
195364,2015-10-14,7233,0,28.44
195365,2015-10-15,8555,0,9.95
195366,2015-10-15,12099,0,39.97
195367,2015-10-16,14490,0,9.95
195368,2015-10-16,7831,0,40.45
195369,2015-10-16,13819,0,9.95
195370,2015-10-16,1790,0,40.85
195371,2015-10-17,15651,0,9.95
195372,2015-10-17,10937,0,53.89
195373,2015-10-17,15006,0,26.8
195374,2015-10-17,6699,0,9.95
195375,2015-10-17,2773,0,9.95
195376,2015-10-18,13898,0,44.97
195377,2015-10-18,2653,0,43.49
195378,2015-10-18,16143,0,9.95
195379,2015-10-18,10492,0,9.95
195380,2015-10-18,2962,0,9.95
195381,2015-10-18,2334,0,57.89
195382,2015-10-18,10793,0,45.64
195383,2015-10-18,4822,0,9.95
195384,2015-10-18,14012,0,9.95
195385,2015-10-18,3183,0,9.95
195386,2015-10-19,17519,0,9.95
195387,2015-10-19,4090,7.52,19.79
195388,2015-10-19,636,0,9.95
195389,2015-10-19,11974,0,53.91
195390,2015-10-19,425,0,9.95
195391,2015-10-19,11200,0,9.95
195392,2015-10-20,490,0,20.15
195393,2015-10-20,12393,0,37.89
195394,2015-10-20,13144,0,9.95
195395,2015-10-20,17809,0,9.95
195396,2015-10-20,14617,0,49.4
195397,2015-10-20,1033,0,9.95
195398,2015-10-20,11066,0,9.95
195399,2015-10-20,16635,0,39.19
195400,2015-10-20,5115,0,34.49
195401,2015-10-20,5799,0,9.95
195402,2015-10-20,5795,0,45.05
195403,2015-10-20,2824,0,9.95
195404,2015-10-20,5511,0,9.95
195405,2015-10-21,942,0,9.95
195406,2015-10-21,8394,0,9.95
195407,2015-10-21,4068,0,9.95
195408,2015-10-21,14065,13.2,21.21
195409,2015-10-21,12252,0,39.23
195410,2015-10-21,12249,0,19.07
195411,2015-10-22,1799,0,9.95
195412,2015-10-22,4675,0,44.17
195413,2015-10-22,4430,0,50.79
195414,2015-10-22,11536,0,39.33
195415,2015-10-22,953,0,9.95
195416,2015-10-22,7269,34.72,48
195417,2015-10-22,13021,0,9.95
195418,2015-10-23,4155,0,39.87
195419,2015-10-23,9932,0,33.25
195420,2015-10-23,7287,0,46.2
195421,2015-10-24,267,0,9.95
195422,2015-10-24,4994,0,9.95
195423,2015-10-24,17387,0,9.95
195424,2015-10-24,14447,0,9.95
195425,2015-10-25,3647,0,41.69
195426,2015-10-25,7861,26,45.82
195427,2015-10-25,2411,28.32,43.79
195428,2015-10-26,3223,0,42.31
195429,2015-10-26,2383,5.2,9.95
195430,2015-10-26,10468,0,42.07
195431,2015-10-26,8306,0,28.74
195432,2015-10-26,10264,0,9.95
195433,2015-10-26,9203,0,20.31
195434,2015-10-26,16888,0,47.66
195435,2015-10-26,16198,0,9.95
195436,2015-10-26,4717,0,9.95
195437,2015-10-27,14396,0,50.48
195438,2015-10-27,16495,0,28.04
195439,2015-10-27,10339,0,9.95
195440,2015-10-28,5654,0,37.89
195441,2015-10-28,5449,0,49.18
195442,2015-10-29,8334,0,57.07
195443,2015-10-29,13618,0,44.99
195444,2015-10-30,3126,0,38.57
195445,2015-10-30,4901,3.2,9.95
195446,2015-10-30,12758,0,9.95
195447,2015-10-30,7845,0,9.95
195448,2015-10-30,6351,0,9.95
195449,2015-10-30,2999,0,21.11
195450,2015-10-30,1972,0,9.95
195451,2015-10-30,4592,0,49.64
195452,2015-10-31,17483,0,42.61
195453,2015-10-31,8008,0,19.15
195454,2015-10-31,4591,0,19.79
195455,2015-10-31,9768,0,9.95
195456,2015-10-31,2642,0,9.95
195457,2015-10-31,2632,0,39.19
195458,2015-10-31,9279,0,50.06
195459,2015-10-31,7709,0,19.03
195460,2015-10-31,350,0,41.89
195461,2015-11-01,14834,0,9.95
195462,2015-11-01,3188,0,9.95
195463,2015-11-02,5788,0,9.95
195464,2015-11-02,13618,0,46.48
195465,2015-11-03,7201,0,40.75
195466,2015-11-03,1783,0,9.95
195467,2015-11-03,8466,0,29.96
195468,2015-11-03,11161,0,9.95
195469,2015-11-03,14625,0,47.9
195470,2015-11-03,16495,0,42.39
195471,2015-11-03,4610,0,27.82
195472,2015-11-03,316,0,9.95
195473,2015-11-04,11291,0,48.86
195474,2015-11-04,6077,0,37.19
195475,2015-11-04,13665,0,46.9
195476,2015-11-04,5727,0,44.51
195477,2015-11-04,11740,0,28.44
195478,2015-11-04,731,28.48,43.83
195479,2015-11-04,1391,0,9.95
195480,2015-11-04,4616,0,48.64
195481,2015-11-04,10928,0,38.79
195482,2015-11-04,5509,0,45.2
195483,2015-11-05,5838,0,45.34
195484,2015-11-05,16928,0,9.95
195485,2015-11-05,2400,0,45.38
195486,2015-11-05,10793,0,35.13
195487,2015-11-05,14839,0,9.95
195488,2015-11-05,16836,0,50.9
195489,2015-11-05,14246,0,28.32
195490,2015-11-05,2937,0,9.95
195491,2015-11-05,1291,0,9.95
195492,2015-11-05,15729,0,9.95
195493,2015-11-06,774,0,19.51
195494,2015-11-06,15123,0,42.73
195495,2015-11-06,2682,0,48.6
195496,2015-11-06,11505,0,19.43
195497,2015-11-07,3200,0,9.95
195498,2015-11-07,14901,0,46.26
195499,2015-11-07,10779,0,51.92
195500,2015-11-07,7888,0,9.95
195501,2015-11-07,3341,25.43,45.68
195502,2015-11-07,11921,0,49.7
195503,2015-11-07,3941,0,20.31
195504,2015-11-07,14880,0,9.95
195505,2015-11-07,9345,0,51.7
195506,2015-11-07,5770,0,38.19
195507,2015-11-07,14447,0,9.95
195508,2015-11-08,7813,0,46.7
195509,2015-11-08,18101,0,33.57
195510,2015-11-08,12198,0,20.31
195511,2015-11-08,8047,0,9.95
195512,2015-11-08,5764,0,41.53
195513,2015-11-08,12566,5.2,9.95
195514,2015-11-09,12596,0,9.95
195515,2015-11-09,8948,0,9.95
195516,2015-11-09,14673,10.4,20.51
195517,2015-11-09,5163,0,9.95
195518,2015-11-09,15628,0,26.96
195519,2015-11-09,12920,0,52.26
195520,2015-11-09,12746,0,9.95
195521,2015-11-09,6794,0,9.95
195522,2015-11-09,13428,0,9.95
195523,2015-11-10,475,0,38.49
195524,2015-11-10,761,0,39.15
195525,2015-11-10,17480,0,19.99
195526,2015-11-10,14333,0,9.95
195527,2015-11-10,4961,0,9.95
195528,2015-11-10,13624,0,9.95
195529,2015-11-10,16609,0,48.82
195530,2015-11-10,16078,0,9.95
195531,2015-11-10,730,32,44.71
195532,2015-11-10,1714,0,39.89
195533,2015-11-10,5278,0,45.22
195534,2015-11-11,281,0,40.13
195535,2015-11-11,12707,0,27.22
195536,2015-11-11,1089,0,48.8
195537,2015-11-11,5889,0,47.5
195538,2015-11-11,12503,0,47.14
195539,2015-11-11,1002,0,9.95
195540,2015-11-11,10428,9.36,31.71
195541,2015-11-11,13233,26.96,40.19
195542,2015-11-11,18004,0,52.88
195543,2015-11-11,7111,0,53.92
195544,2015-11-11,6273,10.4,20.51
195545,2015-11-12,293,0,9.95
195546,2015-11-12,17725,0,9.95
195547,2015-11-12,444,0,47.14
195548,2015-11-12,1233,0,9.95
195549,2015-11-12,13003,0,27.32
195550,2015-11-12,7556,0,48.7
195551,2015-11-12,10225,40.88,49.54
195552,2015-11-12,14934,0,9.95
195553,2015-11-13,17879,0,9.95
195554,2015-11-13,14579,0,29.12
195555,2015-11-13,10804,0,36.11
195556,2015-11-13,4112,0,9.95
195557,2015-11-13,14381,0,9.95
195558,2015-11-13,5969,0,39.09
195559,2015-11-14,4985,0,20.63
195560,2015-11-14,8223,0,9.95
195561,2015-11-14,4841,0,27.48
195562,2015-11-14,10950,0,9.95
195563,2015-11-14,11395,0,18.67
195564,2015-11-15,11580,0,9.95
195565,2015-11-15,2290,0,21.91
195566,2015-11-15,785,0,20.23
195567,2015-11-15,11852,0,38.89
195568,2015-11-16,17787,0,9.95
195569,2015-11-16,457,0,22.35
195570,2015-11-16,7722,0,9.95
195571,2015-11-17,13325,0,50.36
195572,2015-11-17,2400,0,9.95
195573,2015-11-17,2492,0,9.95
195574,2015-11-18,17869,0,9.95
195575,2015-11-18,10143,0,47.98
195576,2015-11-18,4048,26,43.21
195577,2015-11-18,5469,0,9.95
195578,2015-11-18,11395,0,19.23
195579,2015-11-18,1112,0,52.71
195580,2015-11-18,7386,0,9.95
195581,2015-11-18,13444,0,9.95
195582,2015-11-18,8485,0,9.95
195583,2015-11-18,13838,0,9.95
195584,2015-11-19,10505,0,9.95
195585,2015-11-19,13020,0,20.79
195586,2015-11-19,5347,0,9.95
195587,2015-11-19,7761,0,9.95
195588,2015-11-20,14675,0,19.97
195589,2015-11-20,6406,0,9.95
195590,2015-11-20,12231,0,9.95
195591,2015-11-20,6548,0,42.87
195592,2015-11-20,17530,26.63,48.06
195593,2015-11-20,2737,0,47.36
195594,2015-11-21,13674,0,9.95
195595,2015-11-22,4568,0,9.95
195596,2015-11-22,891,0,38.07
195597,2015-11-22,15780,0,19.45
195598,2015-11-22,17591,30.72,47
195599,2015-11-22,9082,0,9.95
195600,2015-11-22,9603,0,34.27
195601,2015-11-22,2119,0,9.95
195602,2015-11-22,5763,0,45.67
195603,2015-11-22,7287,0,51.4
195604,2015-11-22,5781,0,51.28
195605,2015-11-22,18376,0,46.6
195606,2015-11-22,3342,0,9.95
195607,2015-11-22,3738,0,21.71
195608,2015-11-23,4803,0,38.19
195609,2015-11-23,13383,0,9.95
195610,2015-11-23,12861,0,40.83
195611,2015-11-23,1369,0,9.95
195612,2015-11-23,13403,0,21.11
195613,2015-11-23,15071,0,9.95
195614,2015-11-23,784,0,36.61
195615,2015-11-23,14830,0,9.95
